"","link","Received","Revised","Accepted","Published","Special_issue","days","is_s_issue"
"670","/2223-7747/11/19/2588",2022-08-25,2022-09-28,2022-09-28,2022-09-30,"(This article belongs to the Section Crop Physiology and Crop Production)
",36,"Yes"
"671","/2223-7747/11/19/2587",2022-08-19,2022-09-22,2022-09-26,2022-09-30,"(This article belongs to the Special Issue Impact of Metal and Metal Oxide Nanomaterials on Plant Research: Recent Advances and Challenges)
",42,"Yes"
"672","/2223-7747/11/19/2590",2022-06-16,2022-09-08,2022-09-27,2022-09-30,"(This article belongs to the Special Issue Diversity, Ecology and Taxonomy of Cryptogams)
",106,"Yes"
"673","/2223-7747/11/19/2589",2022-07-28,2022-09-20,2022-09-20,2022-09-30,"(This article belongs to the Special Issue Bioprospecting of Natural Products from Medicinal Plants)
",64,"Yes"
"674","/2223-7747/11/19/2591",2022-08-01,2022-09-24,2022-09-26,2022-09-30,"(This article belongs to the Section Plant Systematics, Taxonomy, Nomenclature and Classification)
",60,"Yes"
"675","/2223-7747/11/19/2573",2022-09-02,2022-09-26,2022-09-27,2022-09-29,"(This article belongs to the Special Issue Plant Extracts as Source of Bioactive Compounds and Their Beneficial Effects on Human Health)
",27,"Yes"
"676","/2223-7747/11/19/2566",2022-08-21,2022-09-12,2022-09-14,2022-09-29,"(This article belongs to the Special Issue Plant Signaling, Behavior and Communication)
",39,"Yes"
"677","/2223-7747/11/19/2574",2022-09-07,2022-09-25,2022-09-27,2022-09-29,"(This article belongs to the Special Issue The Multifaceted Responses of Plants to Visible and Ultraviolet Radiation)
",22,"Yes"
"678","/2223-7747/11/19/2575",2022-07-14,2022-09-13,2022-09-27,2022-09-29,"(This article belongs to the Special Issue Advances in Research with Bryophytes)
",77,"Yes"
"679","/2223-7747/11/19/2576",2022-09-03,2022-09-22,2022-09-27,2022-09-29,"(This article belongs to the Special Issue Regulation of Crop Quality and Stress Responses)
",26,"Yes"
"680","/2223-7747/11/19/2577",2022-07-29,2022-09-08,2022-09-19,2022-09-30,"(This article belongs to the Section Plant Ecology)
",63,"Yes"
"681","/2223-7747/11/19/2578",2022-09-07,2022-09-23,2022-09-26,2022-09-30,"(This article belongs to the Special Issue Valuable Sources of Bioactive Natural Products from Plants)
",23,"Yes"
"682","/2223-7747/11/19/2579",2022-09-12,2022-09-27,2022-09-28,2022-09-30,"(This article belongs to the Special Issue Physiological Responses of Tree Fruits to Environmental and Management Factors II)
",18,"Yes"
"683","/2223-7747/11/19/2580",2022-06-22,2022-07-19,2022-08-26,2022-09-30,"(This article belongs to the Special Issue Recent Trends in Genomics and Transcriptomics of Field Crops)
",100,"Yes"
"684","/2223-7747/11/19/2582",2022-08-27,2022-09-26,2022-09-26,2022-09-30,"(This article belongs to the Special Issue Metabolomic and Morphological Adaptations of Terrestrial Ecosystems under Global Change)
",34,"Yes"
"685","/2223-7747/11/19/2562",2022-09-07,2022-09-21,2022-09-22,2022-09-28,"(This article belongs to the Section Phytochemistry)
",21,"Yes"
"686","/2223-7747/11/19/2563",2022-08-26,2022-09-20,2022-09-20,2022-09-28,"(This article belongs to the Special Issue Conservation of Grapevine Genetic Resources)
",33,"Yes"
"687","/2223-7747/11/19/2564",2022-08-29,2022-09-18,2022-09-23,2022-09-29,"(This article belongs to the Special Issue Genetic Basis of Yield and Yield Stability in Major Crops)
",31,"Yes"
"688","/2223-7747/11/19/2565",2022-08-13,2022-09-22,2022-09-27,2022-09-29,"(This article belongs to the Section Plant Molecular Biology)
",47,"Yes"
"689","/2223-7747/11/19/2568",2022-08-20,2022-09-22,2022-09-26,2022-09-29,"(This article belongs to the Special Issue Molecular Biology of Plant–Pathogen Interactions)
",40,"Yes"
"690","/2223-7747/11/19/2569",2022-07-06,2022-09-23,2022-09-24,2022-09-29,"(This article belongs to the Special Issue New Insight into Research in In Vitro Plants Propagation)
",85,"Yes"
"691","/2223-7747/11/19/2567",2022-07-14,2022-09-20,2022-09-21,2022-09-29,"(This article belongs to the Special Issue Effects of Chronic Irradiation in Plants)
",77,"Yes"
"692","/2223-7747/11/19/2571",2022-09-08,2022-09-23,2022-09-27,2022-09-29,"(This article belongs to the Special Issue Plant Nutrition Volume II)
",21,"Yes"
"693","/2223-7747/11/19/2570",2022-09-09,2022-09-24,2022-09-27,2022-09-29,"(This article belongs to the Special Issue What Makes the Life of Stressed Plants a Little Easier? Defense Mechanisms against Adverse Conditions)
",20,"Yes"
"694","/2223-7747/11/19/2572",2022-07-15,2022-09-23,2022-09-27,2022-09-29,"(This article belongs to the Special Issue Interaction of Plants and Endophytic Microorganisms: Molecular Aspects, Biological Functions, Community Composition, and Practical Applications)
",76,"Yes"
"695","/2223-7747/11/19/2549",2022-08-30,2022-09-18,2022-09-20,2022-09-28,"(This article belongs to the Special Issue Forage Plant Ecophysiology under Different Stress Conditions)
",29,"Yes"
"696","/2223-7747/11/19/2553",2022-08-24,2022-09-25,2022-09-26,2022-09-28,"(This article belongs to the Special Issue Advances in Plant-Soil-Microbe Interactions)
",35,"Yes"
"697","/2223-7747/11/19/2554",2022-08-25,2022-09-15,2022-09-22,2022-09-28,"(This article belongs to the Special Issue Functional Plant Anatomy – Structure, Function and Environment)
",34,"Yes"
"698","/2223-7747/11/19/2556",2022-09-09,2022-09-18,2022-09-25,2022-09-28,"(This article belongs to the Special Issue Plant Metabolic Responses to Biotic and Abiotic Stress)
",19,"Yes"
"699","/2223-7747/11/19/2557",2022-07-30,2022-09-13,2022-09-23,2022-09-28,"(This article belongs to the Special Issue Breeding and Genetic Mechanism of Tea Plants)
",60,"Yes"
"700","/2223-7747/11/19/2555",2022-08-26,2022-09-19,2022-09-23,2022-09-28,"(This article belongs to the Special Issue Biological and Chemical Activity of Metabolites of Medicinal Plants)
",33,"Yes"
"701","/2223-7747/11/19/2558",2022-06-30,2022-09-16,2022-09-22,2022-09-28,"(This article belongs to the Section Plant Genetics, Genomics and Biotechnology)
",90,"Yes"
"702","/2223-7747/11/19/2560",2022-08-18,2022-09-19,2022-09-21,2022-09-28,"(This article belongs to the Section Plant Development and Morphogenesis)
",41,"Yes"
"703","/2223-7747/11/19/2559",2022-09-05,2022-09-22,2022-09-24,2022-09-28,"(This article belongs to the Special Issue Physiological and Biochemical Adjustments in Response to Abiotic Stressors Associated with Climate Change)
",23,"Yes"
"704","/2223-7747/11/19/2561",2022-09-05,2022-09-23,2022-09-26,2022-09-28,"(This article belongs to the Special Issue Plants as Molecular Farming Factories)
",23,"Yes"
"705","/2223-7747/11/19/2542",2022-08-27,2022-09-15,2022-09-23,2022-09-28,"(This article belongs to the Special Issue Current Status and Issues in Underutilized Crops Research-the Second Edition)
",32,"Yes"
"706","/2223-7747/11/19/2543",2022-09-07,2022-09-19,2022-09-23,2022-09-28,"(This article belongs to the Special Issue Effects of Plant Growth Promoting Microorganisms on Crop Growth Yield)
",21,"Yes"
"707","/2223-7747/11/19/2544",2022-08-26,2022-09-24,2022-09-25,2022-09-28,"(This article belongs to the Special Issue What Makes the Life of Stressed Plants a Little Easier? Defense Mechanisms against Adverse Conditions)
",33,"Yes"
"708","/2223-7747/11/19/2545",2022-09-08,2022-09-21,2022-09-21,2022-09-28,"(This article belongs to the Special Issue New Challenges for Understanding the Molecular Regulation of Plant Developmental Processes)
",20,"Yes"
"709","/2223-7747/11/19/2546",2022-08-24,2022-09-19,2022-09-23,2022-09-28,"(This article belongs to the Special Issue Responses of Plants to Environmental Stresses Volume II)
",35,"Yes"
"710","/2223-7747/11/19/2548",2022-08-25,2022-09-25,2022-09-26,2022-09-28,"(This article belongs to the Special Issue Advances in Improving Abiotic Stress Tolerance in Plants)
",34,"Yes"
"711","/2223-7747/11/19/2550",2022-09-07,2022-09-22,2022-09-22,2022-09-28,"(This article belongs to the Special Issue Management of the Root-Knot Nematodes)
",21,"Yes"
"712","/2223-7747/11/19/2551",2022-09-08,2022-09-23,2022-09-26,2022-09-28,"(This article belongs to the Special Issue Plant Invasion 2022)
",20,"Yes"
"713","/2223-7747/11/19/2547",2022-08-07,2022-09-16,2022-09-24,2022-09-28,"(This article belongs to the Section Plant Nutrition)
",52,"Yes"
"714","/2223-7747/11/19/2552",2022-08-28,2022-09-25,2022-09-26,2022-09-28,"(This article belongs to the Special Issue Management and Efficient Utilization of Water and Fertilizer in Field Crops)
",31,"Yes"
"715","/2223-7747/11/19/2532",2022-08-15,2022-09-19,2022-09-23,2022-09-27,"(This article belongs to the Special Issue Research on Fruit Viruses and Phytoplasmas)
",43,"Yes"
"716","/2223-7747/11/19/2533",2022-07-28,2022-09-05,2022-09-15,2022-09-27,"(This article belongs to the Special Issue Identification and Validation of Quantitative Trait Loci for Important Agronomic Traits in Food Crops)
",61,"Yes"
"717","/2223-7747/11/19/2534",2022-08-26,2022-09-20,2022-09-23,2022-09-27,"(This article belongs to the Special Issue Horticultural Crops under Stresses)
",32,"Yes"
"718","/2223-7747/11/19/2535",2022-06-16,2022-09-19,2022-09-23,2022-09-27,"(This article belongs to the Special Issue Advances in Plant Reproductive Ecology and Conservation Biology)
",103,"Yes"
"719","/2223-7747/11/19/2536",2022-08-21,2022-09-20,2022-09-22,2022-09-27,"(This article belongs to the Special Issue Natural Resources of Berry and Medicinal Plants Volume II)
",37,"Yes"
"720","/2223-7747/11/19/2538",2022-08-02,2022-09-12,2022-09-13,2022-09-27,"(This article belongs to the Special Issue Biosafety and Ecological Assessment of Engineered and Edited Crops)
",56,"Yes"
"721","/2223-7747/11/19/2537",2022-08-16,2022-09-22,2022-09-23,2022-09-27,"(This article belongs to the Special Issue Water and Nitrogen Management in Soil-Crop System)
",42,"Yes"
"722","/2223-7747/11/19/2540",2022-09-04,2022-09-25,2022-09-26,2022-09-27,"(This article belongs to the Special Issue Biological Activities of Plant Extracts II)
",23,"Yes"
"723","/2223-7747/11/19/2539",2022-08-22,2022-09-15,2022-09-22,2022-09-27,"(This article belongs to the Topic Plant Metabolism under Stress)
",36,"Yes"
"724","/2223-7747/11/19/2541",2022-08-19,2022-09-12,2022-09-23,2022-09-28,"(This article belongs to the Collection Feature paper in Plant Response to Abiotic Stress and Climate Change)
",40,"Yes"
"725","/2223-7747/11/19/2519",2022-07-20,2022-09-03,2022-09-21,2022-09-26,"(This article belongs to the Special Issue Biodiscoveries from Plants)
",68,"Yes"
"726","/2223-7747/11/19/2524",2022-07-22,2022-09-07,2022-09-22,2022-09-26,"(This article belongs to the Special Issue Phytochemicals Beneficial to Human Health)
",66,"Yes"
"727","/2223-7747/11/19/2523",2022-09-01,2022-09-19,2022-09-21,2022-09-26,"(This article belongs to the Topic Temperature Stress and Responses in Plants)
",25,"Yes"
"728","/2223-7747/11/19/2525",2022-09-05,2022-09-21,2022-09-21,2022-09-26,"(This article belongs to the Topic Plant Responses and Tolerance to Salinity Stress)
",21,"Yes"
"729","/2223-7747/11/19/2526",2021-12-08,2022-01-13,2022-01-17,2022-09-27,"(This article belongs to the Special Issue Plant Responses to Heavy Metals)
",293,"Yes"
"730","/2223-7747/11/19/2527",2022-05-29,2022-09-19,2022-09-20,2022-09-27,"(This article belongs to the Special Issue Alpine Ecosystems in a Changing World)
",121,"Yes"
"731","/2223-7747/11/19/2528",2022-09-07,2022-09-22,2022-09-23,2022-09-27,"(This article belongs to the Special Issue Frontiers in Maize Ecophysiology)
",20,"Yes"
"732","/2223-7747/11/19/2529",2022-09-01,2022-09-20,2022-09-23,2022-09-27,"(This article belongs to the Special Issue Specialized Metabolites of Plants—Evaluation of Functional and Biological Value)
",26,"Yes"
"733","/2223-7747/11/19/2530",2022-08-29,2022-09-20,2022-09-23,2022-09-27,"(This article belongs to the Special Issue Germplasm Enhancement and Breeding for Rice Quality Improvement)
",29,"Yes"
"734","/2223-7747/11/19/2531",2022-08-10,2022-09-08,2022-09-23,2022-09-27,"(This article belongs to the Special Issue Quality Evaluation and Functional Food Development of Cereals, Pseudocereals and Pulse Products)
",48,"Yes"
"735","/2223-7747/11/19/2512",2022-08-15,2022-09-19,2022-09-20,2022-09-26,"(This article belongs to the Special Issue Plant Morphology and Phylogenetic Evolution)
",42,"Yes"
"736","/2223-7747/11/19/2513",2022-08-29,2022-09-14,2022-09-21,2022-09-26,"(This article belongs to the Section Plant Protection and Biotic Interactions)
",28,"Yes"
"737","/2223-7747/11/19/2514",2022-08-23,2022-09-19,2022-09-20,2022-09-26,"(This article belongs to the Special Issue Morphological Features and, Phytochemical Properties of Herbs II)
",34,"Yes"
"738","/2223-7747/11/19/2515",2022-08-24,2022-09-03,2022-09-21,2022-09-26,"(This article belongs to the Special Issue Molecular and Physiological Regulation of Secondary Metabolism in Vegetables)
",33,"Yes"
"739","/2223-7747/11/19/2516",2022-07-23,2022-08-26,2022-09-22,2022-09-26,"(This article belongs to the Special Issue Rye Genetics, Genomics and Breeding)
",65,"Yes"
"740","/2223-7747/11/19/2518",2022-08-19,2022-09-20,2022-09-22,2022-09-26,"(This article belongs to the Special Issue Medicinal Plants: Advances in Phytochemistry and Ethnobotany)
",38,"Yes"
"741","/2223-7747/11/19/2517",2022-08-23,2022-09-19,2022-09-20,2022-09-26,"(This article belongs to the Special Issue Phytochemicals Beneficial to Human Health)
",34,"Yes"
"742","/2223-7747/11/19/2521",2022-08-30,2022-09-17,2022-09-22,2022-09-26,"(This article belongs to the Topic Advances in Natural Products from Plants and Associated Microbes)
",27,"Yes"
"743","/2223-7747/11/19/2522",2022-07-31,2022-09-06,2022-09-19,2022-09-26,"(This article belongs to the Special Issue Structure and Function of Roots)
",57,"Yes"
"744","/2223-7747/11/19/2520",2022-08-22,2022-09-19,2022-09-22,2022-09-26,"(This article belongs to the Special Issue Biosafety and Ecological Assessment of Engineered and Edited Crops)
",35,"Yes"
"745","/2223-7747/11/19/2502",2022-08-02,2022-09-06,2022-09-19,2022-09-24,"(This article belongs to the Special Issue Biodiversity, Distribution and Conservation of Plants and Fungi; Effects of Global Warming and Environmental Stress)
",53,"Yes"
"746","/2223-7747/11/19/2503",2022-08-08,2022-09-16,2022-09-20,2022-09-25,"(This article belongs to the Special Issue The Mechanism of Quality Deterioration of Postharvest Fruit and Vegetable)
",48,"Yes"
"747","/2223-7747/11/19/2504",2022-08-20,2022-09-09,2022-09-19,2022-09-26,"(This article belongs to the Section Plant Genetics, Genomics and Biotechnology)
",37,"Yes"
"748","/2223-7747/11/19/2505",2022-07-22,2022-09-13,2022-09-19,2022-09-26,"(This article belongs to the Special Issue Bioherbicide Development for Weed Control)
",66,"Yes"
"749","/2223-7747/11/19/2506",2022-07-10,2022-09-19,2022-09-23,2022-09-26,"(This article belongs to the Special Issue Stress Alleviation in Plants: From Molecular to Ecophysiological Aspects)
",78,"Yes"
"750","/2223-7747/11/19/2509",2022-08-31,2022-09-13,2022-09-15,2022-09-26,"(This article belongs to the Special Issue Medicinal Plant Extracts)
",26,"Yes"
"751","/2223-7747/11/19/2510",2022-09-03,2022-09-17,2022-09-21,2022-09-26,"(This article belongs to the Special Issue Horticultural Crops under Stresses)
",23,"Yes"
"752","/2223-7747/11/19/2508",2022-08-15,2022-09-15,2022-09-21,2022-09-26,"(This article belongs to the Special Issue Plant Physiology and Nitrogen Use Efficiency)
",42,"Yes"
"753","/2223-7747/11/19/2511",2022-07-29,2022-09-17,2022-09-22,2022-09-26,"(This article belongs to the Special Issue Responses of Wheat to Abiotic Stress)
",59,"Yes"
"754","/2223-7747/11/19/2507",2022-08-11,2022-09-20,2022-09-21,2022-09-26,"(This article belongs to the Special Issue Water and Nitrogen Management in Soil-Crop System)
",46,"Yes"
"755","/2223-7747/11/19/2492",2022-08-12,2022-09-18,2022-09-19,2022-09-23,"(This article belongs to the Special Issue Green Nanoparticles Synthesis Using Plants Extracts and Biomedical Applications)
",42,"Yes"
"756","/2223-7747/11/19/2493",2022-08-28,2022-09-08,2022-09-21,2022-09-23,"(This article belongs to the Special Issue Latest Research on Biological Control of Pests and Crop Protection)
",26,"Yes"
"757","/2223-7747/11/19/2494",2022-08-12,2022-09-08,2022-09-19,2022-09-23,"(This article belongs to the Special Issue Mutagenesis in the Age of Next-Generation-Sequencing and Genome Editing)
",42,"Yes"
"758","/2223-7747/11/19/2496",2022-07-29,2022-09-09,2022-09-16,2022-09-23,"(This article belongs to the Topic Plant Domestication and Crop Evolution)
",56,"Yes"
"759","/2223-7747/11/19/2495",2022-08-25,2022-09-15,2022-09-16,2022-09-23,"(This article belongs to the Section Plant Ecology)
",29,"Yes"
"760","/2223-7747/11/19/2497",2022-08-08,2022-09-19,2022-09-20,2022-09-23,"(This article belongs to the Special Issue Genetic Basis and Regulation of Cucurbit Crop Traits)
",46,"Yes"
"761","/2223-7747/11/19/2498",2022-08-02,2022-09-05,2022-09-20,2022-09-23,"(This article belongs to the Special Issue Morphological Features and, Phytochemical Properties of Herbs II)
",52,"Yes"
"762","/2223-7747/11/19/2499",2022-08-22,2022-09-14,2022-09-19,2022-09-23,"(This article belongs to the Collection Bioactive Compounds in Plants)
",32,"Yes"
"763","/2223-7747/11/19/2500",2022-08-28,2022-09-21,2022-09-21,2022-09-23,"(This article belongs to the Special Issue Emerging Technologies for Reducing Postharvest Loss of Fruits and Vegetables)
",26,"Yes"
"764","/2223-7747/11/19/2501",2022-07-27,2022-08-15,2022-09-22,2022-09-24,"(This article belongs to the Special Issue Pre-breeding towards the Effective Utilization of Plant Genetic Resources Volume II)
",59,"Yes"
"765","/2223-7747/11/19/2479",2022-08-24,2022-09-16,2022-09-19,2022-09-22,"(This article belongs to the Special Issue Nitric Oxide in Plant Stress and Physiology)
",29,"Yes"
"766","/2223-7747/11/19/2484",2022-08-30,2022-09-15,2022-09-16,2022-09-22,"(This article belongs to the Special Issue Alpine Ecosystems in a Changing World)
",23,"Yes"
"767","/2223-7747/11/19/2485",2022-08-09,2022-09-18,2022-09-19,2022-09-22,"(This article belongs to the Special Issue Anti-Inflammatory Bioactivities in Plant Extracts)
",44,"Yes"
"768","/2223-7747/11/19/2486",2022-08-16,2022-09-19,2022-09-20,2022-09-22,"(This article belongs to the Section Horticultural Science and Ornamental Plants)
",37,"Yes"
"769","/2223-7747/11/19/2487",2022-09-08,2022-09-16,2022-09-19,2022-09-22,"(This article belongs to the Special Issue Frontiers in Maize Ecophysiology)
",14,"Yes"
"770","/2223-7747/11/19/2488",2022-09-07,2022-09-19,2022-09-20,2022-09-22,"(This article belongs to the Special Issue Phytotoxic Activity and Application of Plant Essential Oils)
",15,"Yes"
"771","/2223-7747/11/19/2483",2022-08-22,2022-09-16,2022-09-16,2022-09-22,"(This article belongs to the Special Issue Breeding and Genetic Mechanism of Tea Plants)
",31,"Yes"
"772","/2223-7747/11/19/2489",2022-08-16,2022-09-15,2022-09-19,2022-09-23,"(This article belongs to the Section Crop Physiology and Crop Production)
",38,"Yes"
"773","/2223-7747/11/19/2491",2022-08-16,2022-09-10,2022-09-19,2022-09-23,"(This article belongs to the Special Issue Selenium Biology in Plants)
",38,"Yes"
"774","/2223-7747/11/19/2490",2022-08-05,2022-09-16,2022-09-20,2022-09-23,"(This article belongs to the Special Issue Plant Molecular Evolution and Population Ecology)
",49,"Yes"
"775","/2223-7747/11/19/2472",2022-08-24,2022-09-16,2022-09-18,2022-09-21,"(This article belongs to the Special Issue Nutrient Cycle and Hydrological Process of Plant Ecosystems)
",28,"Yes"
"776","/2223-7747/11/19/2473",2022-08-12,2022-09-11,2022-09-17,2022-09-21,"(This article belongs to the Section Crop Physiology and Crop Production)
",40,"Yes"
"777","/2223-7747/11/19/2474",2022-07-31,2022-09-16,2022-09-19,2022-09-22,"(This article belongs to the Special Issue Effects of Chronic Irradiation in Plants)
",53,"Yes"
"778","/2223-7747/11/19/2475",2022-09-07,2022-09-19,2022-09-19,2022-09-22,"(This article belongs to the Special Issue Regulation of Cork Differentiation in Plants)
",15,"Yes"
"779","/2223-7747/11/19/2477",2022-07-05,2022-07-20,2022-09-06,2022-09-22,"(This article belongs to the Special Issue Interactions between Colletotrichum Species and Plants Ⅱ)
",79,"Yes"
"780","/2223-7747/11/19/2476",2022-08-18,2022-09-12,2022-09-19,2022-09-22,"(This article belongs to the Special Issue Defense-Related Proteins of Higher Plants)
",35,"Yes"
"781","/2223-7747/11/19/2478",2022-08-04,2022-08-31,2022-09-10,2022-09-22,"(This article belongs to the Special Issue Carbon Cycle and Climate Change: Adaptation and Mitigation in Land Ecosystems)
",49,"Yes"
"782","/2223-7747/11/19/2480",2022-08-17,2022-09-07,2022-09-14,2022-09-22,"(This article belongs to the Special Issue Phytohormone-Related Response of Crops to Biotic and Abiotic Stresses)
",36,"Yes"
"783","/2223-7747/11/19/2481",2022-07-19,2022-08-29,2022-09-12,2022-09-22,"(This article belongs to the Special Issue New Insights into Plant Resistance to Stress)
",65,"Yes"
"784","/2223-7747/11/19/2482",2022-09-03,2022-09-15,2022-09-19,2022-09-22,"(This article belongs to the Section Plant Protection and Biotic Interactions)
",19,"Yes"
"785","/2223-7747/11/19/2465",2022-06-01,2022-08-22,2022-09-19,2022-09-21,"(This article belongs to the Special Issue New Insight into Research in In Vitro Plants Propagation)
",112,"Yes"
"786","/2223-7747/11/19/2462",2022-07-24,2022-09-16,2022-09-17,2022-09-21,"(This article belongs to the Special Issue Oil Palm (Elaeis guineensis) Biology, Productivity, Sustainability: From the Organism to the Ecosystem Scale)
",59,"Yes"
"787","/2223-7747/11/19/2461",2022-07-21,2022-09-16,2022-09-16,2022-09-21,"(This article belongs to the Special Issue Morphological, Physiological and Biochemical Determinants of Halophyte Adaptive Strategies)
",62,"Yes"
"788","/2223-7747/11/19/2467",2022-08-19,2022-09-08,2022-09-19,2022-09-21,"(This article belongs to the Special Issue The Regulation of Plant Secondary Metabolism in Response to Biotic and Abiotic Stress)
",33,"Yes"
"789","/2223-7747/11/19/2464",2022-07-13,2022-09-12,2022-09-14,2022-09-21,"(This article belongs to the Special Issue Plant–Plant Allelopathic Interactions)
",70,"Yes"
"790","/2223-7747/11/19/2466",2022-08-30,2022-09-18,2022-09-19,2022-09-21,"(This article belongs to the Section Phytochemistry)
",22,"Yes"
"791","/2223-7747/11/19/2468",2022-08-26,2022-09-14,2022-09-15,2022-09-21,"(This article belongs to the Special Issue Plant Tissue Culture and Secondary Metabolites Production II)
",26,"Yes"
"792","/2223-7747/11/19/2469",2022-08-31,2022-09-14,2022-09-16,2022-09-21,"(This article belongs to the Section Plant Physiology and Metabolism)
",21,"Yes"
"793","/2223-7747/11/19/2471",2022-08-29,2022-09-17,2022-09-19,2022-09-21,"(This article belongs to the Collection Feature Papers in Plant Ecology)
",23,"Yes"
"794","/2223-7747/11/19/2470",2022-09-01,2022-09-18,2022-09-19,2022-09-21,"(This article belongs to the Special Issue Pharmacological and Toxicological Study of Medicinal Plants)
",20,"Yes"
"795","/2223-7747/11/19/2452",2022-08-10,2022-09-09,2022-09-17,2022-09-20,"(This article belongs to the Special Issue Effects of Plant Growth Promoting Microorganisms on Crop Growth Yield)
",41,"Yes"
"796","/2223-7747/11/19/2453",2022-08-10,2022-09-12,2022-09-13,2022-09-20,"(This article belongs to the Collection Advances in Plant Breeding)
",41,"Yes"
"797","/2223-7747/11/19/2454",2022-08-15,2022-09-13,2022-09-16,2022-09-20,"(This article belongs to the Special Issue Polyphenols in Plants)
",36,"Yes"
"798","/2223-7747/11/19/2455",2022-06-11,2022-09-03,2022-09-05,2022-09-20,"(This article belongs to the Special Issue Impact of Abiotic Stresses on Plant-Soil Nutrient Status, Metabolism, Growth, and Ecosystem Functions)
",101,"Yes"
"799","/2223-7747/11/19/2456",2022-08-28,2022-09-16,2022-09-16,2022-09-21,"(This article belongs to the Special Issue Somatic Embryogenesis and Plant Regeneration)
",24,"Yes"
"800","/2223-7747/11/19/2457",2022-04-17,2022-08-23,2022-08-24,2022-09-21,"(This article belongs to the Topic Plant Domestication and Crop Evolution)
",157,"Yes"
"801","/2223-7747/11/19/2458",2022-08-18,2022-09-05,2022-09-15,2022-09-21,"(This article belongs to the Special Issue Recovery, Characterization, Functionality and Applications of Bioactive Compounds from Food-Plant Products and Their By-Products)
",34,"Yes"
"802","/2223-7747/11/19/2460",2022-07-15,2022-09-09,2022-09-16,2022-09-21,"(This article belongs to the Special Issue Identification and Evaluation of Plant Genetic Resources for Eco-Friendly Agriculture)
",68,"Yes"
"803","/2223-7747/11/19/2463",2022-08-11,2022-09-08,2022-09-13,2022-09-21,"(This article belongs to the Special Issue Across-All-Levels Photosynthesis in Polar and Alpine Lichens)
",41,"Yes"
"804","/2223-7747/11/19/2459",2022-08-14,2022-09-08,2022-09-09,2022-09-21,"(This article belongs to the Section Plant Genetics, Genomics and Biotechnology)
",38,"Yes"
"805","/2223-7747/11/18/2442",2022-07-28,2022-09-02,2022-09-15,2022-09-19,"(This article belongs to the Special Issue Nutrient Management for Resilient Crop Production)
",53,"Yes"
"806","/2223-7747/11/18/2445",2022-07-27,2022-08-25,2022-09-10,2022-09-19,"(This article belongs to the Special Issue Integrative Taxonomy of Plants)
",54,"Yes"
"807","/2223-7747/11/18/2444",2022-08-14,2022-09-05,2022-09-13,2022-09-19,"(This article belongs to the Special Issue Ecophysiology and Ecology of Grassland)
",36,"Yes"
"808","/2223-7747/11/18/2435",2022-08-05,2022-09-06,2022-09-15,2022-09-19,"(This article belongs to the Collection Bioactive Compounds in Plants)
",45,"Yes"
"809","/2223-7747/11/19/2447",2022-08-18,2022-09-03,2022-09-13,2022-09-20,"(This article belongs to the Special Issue Adaptive Mechanisms of Plants to Biotic or Abiotic Stresses)
",33,"Yes"
"810","/2223-7747/11/19/2446",2022-08-14,2022-08-29,2022-09-12,2022-09-20,"(This article belongs to the Special Issue Diversity, Ecology and Taxonomy of Cryptogams)
",37,"Yes"
"811","/2223-7747/11/19/2448",2022-08-19,2022-09-02,2022-09-15,2022-09-20,"(This article belongs to the Special Issue Physiological/Biochemical Responses to Abiotic Stress in Horticultural and Ornamental Plants)
",32,"Yes"
"812","/2223-7747/11/19/2450",2022-07-25,2022-09-13,2022-09-15,2022-09-20,"(This article belongs to the Special Issue Plants as Molecular Farming Factories)
",57,"Yes"
"813","/2223-7747/11/19/2451",2022-08-10,2022-09-13,2022-09-14,2022-09-20,"(This article belongs to the Special Issue Current Status and Issues in Underutilized Crops Research-the Second Edition)
",41,"Yes"
"814","/2223-7747/11/19/2449",2022-08-02,2022-09-08,2022-09-11,2022-09-20,"(This article belongs to the Special Issue Molecular Biology of Chloroplast: Structure, Function and Development)
",49,"Yes"
"815","/2223-7747/11/18/2432",2022-08-06,2022-09-07,2022-09-08,2022-09-19,"(This article belongs to the Section Crop Physiology and Crop Production)
",44,"Yes"
"816","/2223-7747/11/18/2433",2022-08-16,2022-09-13,2022-09-14,2022-09-19,"(This article belongs to the Section Plant Genetic Resources)
",34,"Yes"
"817","/2223-7747/11/18/2436",2022-07-12,2022-09-08,2022-09-15,2022-09-19,"(This article belongs to the Special Issue Plants as Molecular Farming Factories)
",69,"Yes"
"818","/2223-7747/11/18/2437",2022-08-18,2022-09-13,2022-09-16,2022-09-19,"(This article belongs to the Special Issue Adaptation of Mutualistic Plant-Microbe Systems to Abiotic Stresses)
",32,"Yes"
"819","/2223-7747/11/18/2434",2022-08-16,2022-09-03,2022-09-13,2022-09-19,"(This article belongs to the Topic Plant Responses and Tolerance to Salinity Stress)
",34,"Yes"
"820","/2223-7747/11/18/2438",2022-09-03,2022-09-15,2022-09-16,2022-09-19,"(This article belongs to the Section Plant Systematics, Taxonomy, Nomenclature and Classification)
",16,"Yes"
"821","/2223-7747/11/18/2439",2022-07-20,2022-08-23,2022-09-15,2022-09-19,"(This article belongs to the Special Issue Biosafety and Ecological Assessment of Engineered and Edited Crops)
",61,"Yes"
