"","link","Received","Revised","Accepted","Published","Special_issue","days"
"1910","/2223-7747/11/10/1309",2022-04-14,2022-05-11,2022-05-11,2022-05-14,"Yes",30
"1911","/2223-7747/11/10/1310",2022-03-15,2022-05-11,2022-05-12,2022-05-14,"Yes",60
"1912","/2223-7747/11/10/1311",2022-04-15,2022-05-07,2022-05-11,2022-05-15,"Yes",30
"1913","/2223-7747/11/10/1292",2022-03-29,2022-05-08,2022-05-09,2022-05-12,"Yes",44
"1914","/2223-7747/11/10/1294",2022-03-03,2022-04-02,2022-05-11,2022-05-12,"Yes",70
"1915","/2223-7747/11/10/1295",2022-04-19,2022-05-07,2022-05-10,2022-05-12,"Yes",23
"1916","/2223-7747/11/10/1296",2022-04-26,2022-05-10,2022-05-10,2022-05-12,"Yes",16
"1917","/2223-7747/11/10/1297",2022-04-18,2022-05-09,2022-05-09,2022-05-12,"Yes",24
"1918","/2223-7747/11/10/1293",2022-04-11,2022-05-06,2022-05-09,2022-05-12,"Yes",31
"1919","/2223-7747/11/10/1298",2022-03-25,2022-05-08,2022-05-09,2022-05-12,"Yes",48
"1920","/2223-7747/11/10/1299",2022-04-21,2022-05-05,2022-05-10,2022-05-13,"Yes",22
"1921","/2223-7747/11/10/1300",2022-04-19,2022-05-06,2022-05-10,2022-05-13,"Yes",24
"1922","/2223-7747/11/10/1301",2022-04-18,2022-05-01,2022-05-11,2022-05-13,"Yes",25
"1923","/2223-7747/11/10/1282",2022-03-17,2022-05-06,2022-05-10,2022-05-10,"Yes",54
"1924","/2223-7747/11/10/1283",2022-02-07,2022-03-08,2022-03-31,2022-05-11,"Yes",93
"1925","/2223-7747/11/10/1284",2022-04-06,2022-05-04,2022-05-05,2022-05-11,"Yes",35
"1926","/2223-7747/11/10/1285",2022-03-04,2022-05-06,2022-05-07,2022-05-11,"Yes",68
"1927","/2223-7747/11/10/1286",2022-02-21,2022-05-05,2022-05-06,2022-05-11,"Yes",79
"1928","/2223-7747/11/10/1287",2022-04-27,2022-05-04,2022-05-09,2022-05-11,"Yes",14
"1929","/2223-7747/11/10/1289",2022-04-15,2022-05-04,2022-05-05,2022-05-11,"Yes",26
"1930","/2223-7747/11/10/1288",2022-04-09,2022-04-28,2022-05-07,2022-05-11,"Yes",32
"1931","/2223-7747/11/10/1290",2022-03-17,2022-04-23,2022-05-06,2022-05-11,"Yes",55
"1932","/2223-7747/11/10/1291",2022-04-19,2022-05-06,2022-05-09,2022-05-12,"Yes",23
"1933","/2223-7747/11/9/1272",2022-03-31,2022-04-27,2022-05-03,2022-05-09,"Yes",39
"1934","/2223-7747/11/9/1273",2022-03-23,2022-04-28,2022-05-05,2022-05-09,"Yes",47
"1935","/2223-7747/11/9/1274",2022-04-02,2022-05-05,2022-05-05,2022-05-09,"Yes",37
"1936","/2223-7747/11/10/1275",2022-03-31,2022-04-18,2022-04-21,2022-05-10,"Yes",40
"1937","/2223-7747/11/10/1277",2022-04-06,2022-05-04,2022-05-04,2022-05-10,"Yes",34
"1938","/2223-7747/11/10/1276",2022-03-27,2022-04-26,2022-05-04,2022-05-10,"Yes",44
"1939","/2223-7747/11/10/1280",2022-04-24,2022-04-30,2022-05-03,2022-05-10,"Yes",16
"1940","/2223-7747/11/10/1278",2022-04-24,2022-05-08,2022-05-08,2022-05-10,"Yes",16
"1941","/2223-7747/11/10/1281",2022-04-06,2022-04-29,2022-05-05,2022-05-10,"Yes",34
"1942","/2223-7747/11/10/1279",2022-03-15,2022-05-05,2022-05-06,2022-05-10,"Yes",56
"1943","/2223-7747/11/9/1262",2022-03-24,2022-05-04,2022-05-05,2022-05-07,"Yes",44
"1944","/2223-7747/11/9/1263",2022-04-14,2022-05-02,2022-05-04,2022-05-07,"Yes",23
"1945","/2223-7747/11/9/1264",2022-03-04,2022-05-02,2022-05-04,2022-05-07,"Yes",64
"1946","/2223-7747/11/9/1265",2022-04-13,2022-04-29,2022-04-30,2022-05-08,"Yes",25
"1947","/2223-7747/11/9/1266",2022-04-13,2022-05-05,2022-05-05,2022-05-08,"Yes",25
"1948","/2223-7747/11/9/1267",2022-04-20,2022-05-02,2022-05-05,2022-05-09,"Yes",19
"1949","/2223-7747/11/9/1268",2022-04-15,2022-05-01,2022-05-05,2022-05-09,"Yes",24
"1950","/2223-7747/11/9/1269",2022-03-13,2022-05-02,2022-05-04,2022-05-09,"Yes",57
"1951","/2223-7747/11/9/1270",2022-04-16,2022-05-03,2022-05-04,2022-05-09,"Yes",23
"1952","/2223-7747/11/9/1271",2022-03-27,2022-04-24,2022-05-02,2022-05-09,"Yes",43
"1953","/2223-7747/11/9/1252",2022-03-28,2022-04-14,2022-04-27,2022-05-05,"Yes",38
"1954","/2223-7747/11/9/1253",2022-04-21,2022-05-01,2022-05-04,2022-05-05,"Yes",14
"1955","/2223-7747/11/9/1254",2022-03-29,2022-04-12,2022-05-03,2022-05-05,"Yes",37
"1956","/2223-7747/11/9/1255",2022-04-12,2022-04-29,2022-05-01,2022-05-06,"Yes",24
"1957","/2223-7747/11/9/1256",2022-04-04,2022-04-27,2022-05-04,2022-05-06,"Yes",32
"1958","/2223-7747/11/9/1257",2022-04-12,2022-05-02,2022-05-03,2022-05-06,"Yes",24
"1959","/2223-7747/11/9/1258",2022-04-04,2022-04-29,2022-05-03,2022-05-06,"Yes",32
"1960","/2223-7747/11/9/1259",2022-03-10,2022-04-26,2022-04-28,2022-05-06,"Yes",57
"1961","/2223-7747/11/9/1261",2022-04-10,2022-04-29,2022-05-01,2022-05-06,"Yes",26
"1962","/2223-7747/11/9/1260",2022-03-18,2022-05-02,2022-05-02,2022-05-06,"Yes",49
"1963","/2223-7747/11/9/1242",2022-04-08,2022-04-24,2022-04-27,2022-05-05,"Yes",27
"1964","/2223-7747/11/9/1243",2022-03-25,2022-04-24,2022-05-02,2022-05-05,"Yes",41
"1965","/2223-7747/11/9/1245",2022-04-11,2022-04-28,2022-05-03,2022-05-05,"Yes",24
"1966","/2223-7747/11/9/1244",2022-04-04,2022-04-27,2022-05-02,2022-05-05,"Yes",31
"1967","/2223-7747/11/9/1247",2022-04-13,2022-05-02,2022-05-03,2022-05-05,"Yes",22
"1968","/2223-7747/11/9/1248",2022-04-04,2022-04-24,2022-04-28,2022-05-05,"Yes",31
"1969","/2223-7747/11/9/1249",2022-02-28,2022-04-29,2022-04-30,2022-05-05,"Yes",66
"1970","/2223-7747/11/9/1250",2022-04-27,2022-05-03,2022-05-04,2022-05-05,"Yes",8
"1971","/2223-7747/11/9/1251",2022-04-26,2022-04-29,2022-04-30,2022-05-05,"Yes",9
"1972","/2223-7747/11/9/1232",2022-03-29,2022-04-27,2022-04-29,2022-05-02,"Yes",34
"1973","/2223-7747/11/9/1234",2022-03-30,2022-04-28,2022-04-28,2022-05-02,"Yes",33
"1974","/2223-7747/11/9/1235",2022-04-09,2022-04-27,2022-04-29,2022-05-02,"Yes",23
"1975","/2223-7747/11/9/1236",2022-03-22,2022-04-12,2022-04-28,2022-05-02,"Yes",41
"1976","/2223-7747/11/9/1238",2022-03-15,2022-04-25,2022-04-28,2022-05-03,"Yes",49
"1977","/2223-7747/11/9/1237",2022-03-22,2022-04-25,2022-04-26,2022-05-03,"Yes",42
"1978","/2223-7747/11/9/1239",2022-04-04,2022-04-21,2022-04-28,2022-05-03,"Yes",29
"1979","/2223-7747/11/9/1240",2022-03-22,2022-04-19,2022-04-27,2022-05-04,"Yes",43
"1980","/2223-7747/11/9/1241",2022-03-19,2022-04-29,2022-04-30,2022-05-04,"Yes",46
"1981","/2223-7747/11/9/1222",2022-04-12,2022-04-24,2022-04-27,2022-04-30,"Yes",18
"1982","/2223-7747/11/9/1223",2022-04-01,2022-04-22,2022-04-28,2022-04-30,"Yes",29
"1983","/2223-7747/11/9/1225",2022-04-12,2022-04-28,2022-04-28,2022-04-30,"Yes",18
"1984","/2223-7747/11/9/1224",2022-04-09,2022-04-24,2022-04-28,2022-04-30,"Yes",21
"1985","/2223-7747/11/9/1226",2022-03-28,2022-04-22,2022-04-29,2022-04-30,"Yes",33
"1986","/2223-7747/11/9/1228",2022-04-01,2022-04-22,2022-04-28,2022-05-01,"Yes",30
"1987","/2223-7747/11/9/1227",2022-03-25,2022-04-26,2022-04-29,2022-05-01,"Yes",37
"1988","/2223-7747/11/9/1229",2022-03-22,2022-04-28,2022-04-28,2022-05-01,"Yes",40
"1989","/2223-7747/11/9/1231",2022-04-06,2022-04-25,2022-04-28,2022-05-02,"Yes",26
"1990","/2223-7747/11/9/1230",2022-02-23,2022-03-28,2022-04-13,2022-05-02,"Yes",68
"1991","/2223-7747/11/9/1207",2022-03-08,2022-04-20,2022-04-25,2022-04-29,"Yes",52
"1992","/2223-7747/11/9/1213",2022-03-10,2022-04-27,2022-04-27,2022-04-29,"Yes",50
"1993","/2223-7747/11/9/1215",2022-03-27,2022-04-24,2022-04-26,2022-04-29,"Yes",33
"1994","/2223-7747/11/9/1214",2022-04-06,2022-04-21,2022-04-26,2022-04-29,"Yes",23
"1995","/2223-7747/11/9/1216",2022-04-04,2022-04-25,2022-04-27,2022-04-29,"Yes",25
"1996","/2223-7747/11/9/1217",2022-03-06,2022-03-24,2022-04-27,2022-04-29,"Yes",54
"1997","/2223-7747/11/9/1218",2022-04-02,2022-04-27,2022-04-28,2022-04-30,"Yes",28
"1998","/2223-7747/11/9/1219",2022-03-29,2022-04-26,2022-04-27,2022-04-30,"Yes",32
"1999","/2223-7747/11/9/1220",2022-02-07,2022-04-19,2022-04-28,2022-04-30,"Yes",82
"2000","/2223-7747/11/9/1221",2022-04-03,2022-04-16,2022-04-17,2022-04-30,"Yes",27
"2001","/2223-7747/11/9/1202",2022-04-11,2022-04-22,2022-04-27,2022-04-29,"Yes",18
"2002","/2223-7747/11/9/1204",2022-03-25,2022-04-18,2022-04-28,2022-04-29,"Yes",35
"2003","/2223-7747/11/9/1205",2022-03-29,2022-04-24,2022-04-25,2022-04-29,"Yes",31
"2004","/2223-7747/11/9/1203",2022-03-29,2022-04-25,2022-04-27,2022-04-29,"Yes",31
"2005","/2223-7747/11/9/1206",2022-03-04,2022-04-26,2022-04-26,2022-04-29,"Yes",56
"2006","/2223-7747/11/9/1208",2022-03-19,2022-04-14,2022-04-27,2022-04-29,"Yes",41
"2007","/2223-7747/11/9/1209",2022-04-03,2022-04-24,2022-04-27,2022-04-29,"Yes",26
"2008","/2223-7747/11/9/1210",2022-04-10,2022-04-24,2022-04-27,2022-04-29,"Yes",19
"2009","/2223-7747/11/9/1211",2022-03-14,2022-04-27,2022-04-28,2022-04-29,"Yes",46
"2010","/2223-7747/11/9/1212",2022-03-24,2022-04-27,2022-04-28,2022-04-29,"Yes",36
"2011","/2223-7747/11/9/1192",2022-02-24,2022-04-13,2022-04-26,2022-04-28,"Yes",63
"2012","/2223-7747/11/9/1193",2022-04-13,2022-04-26,2022-04-26,2022-04-28,"Yes",15
"2013","/2223-7747/11/9/1194",2022-03-07,2022-04-15,2022-04-24,2022-04-28,"Yes",52
"2014","/2223-7747/11/9/1195",2022-04-05,2022-04-22,2022-04-26,2022-04-28,"Yes",23
"2015","/2223-7747/11/9/1196",2022-03-31,2022-04-22,2022-04-26,2022-04-28,"Yes",28
"2016","/2223-7747/11/9/1197",2022-04-13,2022-04-23,2022-04-26,2022-04-28,"Yes",15
"2017","/2223-7747/11/9/1198",2022-03-09,2022-04-13,2022-04-25,2022-04-28,"Yes",50
"2018","/2223-7747/11/9/1199",2022-03-25,2022-04-25,2022-04-27,2022-04-28,"Yes",34
"2019","/2223-7747/11/9/1200",2022-04-01,2022-04-16,2022-04-20,2022-04-29,"Yes",28
"2020","/2223-7747/11/9/1201",2022-03-26,2022-04-24,2022-04-25,2022-04-29,"Yes",34
"2021","/2223-7747/11/9/1182",2022-04-04,2022-04-14,2022-04-23,2022-04-27,"Yes",23
"2022","/2223-7747/11/9/1183",2022-03-14,2022-04-24,2022-04-25,2022-04-27,"Yes",44
"2023","/2223-7747/11/9/1184",2022-03-26,2022-04-18,2022-04-25,2022-04-27,"Yes",32
"2024","/2223-7747/11/9/1186",2022-02-21,2022-04-12,2022-04-21,2022-04-28,"Yes",66
"2025","/2223-7747/11/9/1187",2022-03-30,2022-04-25,2022-04-25,2022-04-28,"Yes",29
"2026","/2223-7747/11/9/1188",2022-04-07,2022-04-19,2022-04-21,2022-04-28,"Yes",21
"2027","/2223-7747/11/9/1189",2022-04-04,2022-04-27,2022-04-27,2022-04-28,"Yes",24
"2028","/2223-7747/11/9/1190",2022-04-11,2022-04-23,2022-04-27,2022-04-28,"Yes",17
"2029","/2223-7747/11/9/1191",2022-03-23,2022-04-19,2022-04-25,2022-04-28,"Yes",36
"2030","/2223-7747/11/9/1172",2022-04-07,2022-04-20,2022-04-23,2022-04-26,"Yes",19
"2031","/2223-7747/11/9/1173",2022-04-01,2022-04-20,2022-04-25,2022-04-26,"Yes",25
"2032","/2223-7747/11/9/1174",2022-03-28,2022-04-14,2022-04-25,2022-04-26,"Yes",29
"2033","/2223-7747/11/9/1176",2022-02-19,2022-04-08,2022-04-08,2022-04-27,"Yes",67
"2034","/2223-7747/11/9/1177",2022-03-07,2022-04-07,2022-04-20,2022-04-27,"Yes",51
"2035","/2223-7747/11/9/1178",2022-03-15,2022-04-13,2022-04-26,2022-04-27,"Yes",43
"2036","/2223-7747/11/9/1175",2022-04-05,2022-04-20,2022-04-25,2022-04-27,"Yes",22
"2037","/2223-7747/11/9/1180",2022-03-25,2022-04-20,2022-04-21,2022-04-27,"Yes",33
"2038","/2223-7747/11/9/1179",2022-03-17,2022-04-11,2022-04-20,2022-04-27,"Yes",41
"2039","/2223-7747/11/9/1181",2022-03-25,2022-04-21,2022-04-22,2022-04-27,"Yes",33
"2040","/2223-7747/11/9/1162",2022-03-05,2022-04-01,2022-04-19,2022-04-26,"Yes",52
"2041","/2223-7747/11/9/1163",2022-03-01,2022-04-12,2022-04-23,2022-04-26,"Yes",56
"2042","/2223-7747/11/9/1165",2022-03-30,2022-04-20,2022-04-22,2022-04-26,"Yes",27
"2043","/2223-7747/11/9/1167",2022-03-10,2022-04-09,2022-04-12,2022-04-26,"Yes",47
"2044","/2223-7747/11/9/1166",2022-02-23,2022-04-22,2022-04-25,2022-04-26,"Yes",62
"2045","/2223-7747/11/9/1164",2022-03-18,2022-04-15,2022-04-24,2022-04-26,"Yes",39
"2046","/2223-7747/11/9/1168",2022-02-24,2022-04-16,2022-04-19,2022-04-26,"Yes",61
"2047","/2223-7747/11/9/1169",2022-03-24,2022-04-12,2022-04-20,2022-04-26,"Yes",33
"2048","/2223-7747/11/9/1170",2022-03-14,2022-04-22,2022-04-25,2022-04-26,"Yes",43
"2049","/2223-7747/11/9/1171",2022-02-28,2022-04-14,2022-04-25,2022-04-26,"Yes",57
"2050","/2223-7747/11/9/1152",2022-02-15,2022-03-07,2022-03-11,2022-04-24,"Yes",68
"2051","/2223-7747/11/9/1153",2022-02-04,2022-04-01,2022-04-21,2022-04-24,"Yes",79
"2052","/2223-7747/11/9/1154",2022-03-17,2022-04-11,2022-04-19,2022-04-24,"Yes",38
"2053","/2223-7747/11/9/1155",2022-02-12,2022-03-31,2022-04-21,2022-04-25,"Yes",72
"2054","/2223-7747/11/9/1156",2022-04-01,2022-04-22,2022-04-22,2022-04-25,"Yes",24
"2055","/2223-7747/11/9/1157",2022-04-05,2022-04-19,2022-04-23,2022-04-25,"Yes",20
"2056","/2223-7747/11/9/1158",2022-03-30,2022-04-20,2022-04-21,2022-04-25,"Yes",26
"2057","/2223-7747/11/9/1159",2022-04-04,2022-04-19,2022-04-22,2022-04-25,"Yes",21
"2058","/2223-7747/11/9/1160",2022-03-07,2022-04-01,2022-04-18,2022-04-26,"Yes",50
"2059","/2223-7747/11/9/1161",2022-04-08,2022-04-19,2022-04-23,2022-04-26,"Yes",18
"2060","/2223-7747/11/9/1142",2021-12-30,2022-04-19,2022-04-20,2022-04-22,"Yes",113
"2061","/2223-7747/11/9/1143",2022-03-28,2022-04-15,2022-04-19,2022-04-22,"Yes",25
"2062","/2223-7747/11/9/1144",2022-03-16,2022-04-09,2022-04-21,2022-04-23,"Yes",38
"2063","/2223-7747/11/9/1145",2022-03-17,2022-04-20,2022-04-20,2022-04-23,"Yes",37
"2064","/2223-7747/11/9/1146",2022-04-09,2022-04-20,2022-04-22,2022-04-24,"Yes",15
"2065","/2223-7747/11/9/1147",2022-03-15,2022-04-18,2022-04-21,2022-04-24,"Yes",40
"2066","/2223-7747/11/9/1148",2022-04-01,2022-04-18,2022-04-21,2022-04-24,"Yes",23
"2067","/2223-7747/11/9/1149",2022-04-06,2022-04-21,2022-04-21,2022-04-24,"Yes",18
"2068","/2223-7747/11/9/1150",2022-03-04,2022-04-14,2022-04-20,2022-04-24,"Yes",51
"2069","/2223-7747/11/9/1151",2022-04-09,2022-04-21,2022-04-22,2022-04-24,"Yes",15
"2070","/2223-7747/11/9/1131",2022-04-07,2022-04-16,2022-04-19,2022-04-21,"Yes",14
"2071","/2223-7747/11/9/1133",2022-03-24,2022-04-09,2022-04-12,2022-04-22,"Yes",29
"2072","/2223-7747/11/9/1134",2022-04-10,2022-04-20,2022-04-20,2022-04-22,"Yes",12
"2073","/2223-7747/11/9/1135",2022-03-23,2022-04-12,2022-04-20,2022-04-22,"Yes",30
"2074","/2223-7747/11/9/1136",2022-03-22,2022-04-17,2022-04-20,2022-04-22,"Yes",31
"2075","/2223-7747/11/9/1137",2022-03-15,2022-04-20,2022-04-20,2022-04-22,"Yes",38
"2076","/2223-7747/11/9/1139",2022-02-25,2022-04-20,2022-04-20,2022-04-22,"Yes",56
"2077","/2223-7747/11/9/1138",2022-03-28,2022-04-16,2022-04-19,2022-04-22,"Yes",25
"2078","/2223-7747/11/9/1141",2022-03-25,2022-04-11,2022-04-20,2022-04-22,"Yes",28
"2079","/2223-7747/11/9/1122",2022-03-10,2022-04-18,2022-04-19,2022-04-21,"Yes",42
"2080","/2223-7747/11/9/1123",2022-03-15,2022-04-13,2022-04-20,2022-04-21,"Yes",37
"2081","/2223-7747/11/9/1124",2022-03-25,2022-04-13,2022-04-19,2022-04-21,"Yes",27
"2082","/2223-7747/11/9/1125",2022-03-30,2022-04-15,2022-04-18,2022-04-21,"Yes",22
"2083","/2223-7747/11/9/1126",2022-03-21,2022-04-18,2022-04-20,2022-04-21,"Yes",31
"2084","/2223-7747/11/9/1127",2022-03-22,2022-04-11,2022-04-11,2022-04-21,"Yes",30
"2085","/2223-7747/11/9/1128",2022-03-18,2022-04-12,2022-04-19,2022-04-21,"Yes",34
"2086","/2223-7747/11/9/1129",2022-03-07,2022-04-18,2022-04-19,2022-04-21,"Yes",45
"2087","/2223-7747/11/9/1130",2022-03-07,2022-04-15,2022-04-19,2022-04-21,"Yes",45
"2088","/2223-7747/11/9/1132",2022-03-22,2022-04-11,2022-04-12,2022-04-21,"Yes",30
"2089","/2223-7747/11/9/1113",2022-03-25,2022-04-14,2022-04-14,2022-04-20,"Yes",26
"2090","/2223-7747/11/9/1112",2022-03-03,2022-04-15,2022-04-16,2022-04-20,"Yes",48
"2091","/2223-7747/11/9/1115",2022-04-01,2022-04-16,2022-04-17,2022-04-20,"Yes",19
"2092","/2223-7747/11/9/1117",2022-03-18,2022-04-10,2022-04-18,2022-04-20,"Yes",33
"2093","/2223-7747/11/9/1118",2022-03-21,2022-04-17,2022-04-18,2022-04-20,"Yes",30
"2094","/2223-7747/11/9/1119",2022-03-28,2022-04-16,2022-04-18,2022-04-20,"Yes",23
"2095","/2223-7747/11/9/1120",2022-03-10,2022-04-18,2022-04-19,2022-04-20,"Yes",41
"2096","/2223-7747/11/9/1114",2022-03-23,2022-04-13,2022-04-16,2022-04-20,"Yes",28
"2097","/2223-7747/11/9/1121",2022-03-08,2022-04-06,2022-04-12,2022-04-21,"Yes",44
"2098","/2223-7747/11/9/1102",2022-03-29,2022-04-09,2022-04-14,2022-04-19,"Yes",21
"2099","/2223-7747/11/9/1103",2022-01-21,2022-04-14,2022-04-15,2022-04-19,"Yes",88
"2100","/2223-7747/11/9/1104",2022-03-31,2022-04-12,2022-04-14,2022-04-19,"Yes",19
"2101","/2223-7747/11/9/1105",2022-02-16,2022-04-05,2022-04-07,2022-04-19,"Yes",62
"2102","/2223-7747/11/9/1106",2022-03-07,2022-04-05,2022-04-16,2022-04-19,"Yes",43
"2103","/2223-7747/11/9/1107",2022-01-14,2022-02-23,2022-04-15,2022-04-19,"Yes",95
"2104","/2223-7747/11/9/1108",2022-03-02,2022-03-31,2022-04-01,2022-04-20,"Yes",49
"2105","/2223-7747/11/9/1109",2022-03-24,2022-04-12,2022-04-12,2022-04-20,"Yes",27
"2106","/2223-7747/11/9/1111",2022-03-19,2022-04-10,2022-04-13,2022-04-20,"Yes",32
"2107","/2223-7747/11/9/1110",2022-03-09,2022-03-31,2022-04-07,2022-04-20,"Yes",42
"2108","/2223-7747/11/8/1092",2022-03-14,2022-04-08,2022-04-08,2022-04-18,"Yes",35
"2109","/2223-7747/11/8/1093",2022-03-25,2022-04-12,2022-04-15,2022-04-18,"Yes",24
"2110","/2223-7747/11/8/1095",2022-03-15,2022-04-07,2022-04-11,2022-04-18,"Yes",34
"2111","/2223-7747/11/8/1094",2022-03-28,2022-04-15,2022-04-15,2022-04-18,"Yes",21
"2112","/2223-7747/11/8/1096",2022-03-25,2022-04-15,2022-04-17,2022-04-18,"Yes",24
"2113","/2223-7747/11/8/1097",2022-03-31,2022-04-11,2022-04-15,2022-04-18,"Yes",18
"2114","/2223-7747/11/8/1098",2022-02-23,2022-03-31,2022-04-14,2022-04-18,"Yes",54
"2115","/2223-7747/11/9/1099",2021-12-12,2022-01-18,2022-01-19,2022-04-19,"Yes",128
"2116","/2223-7747/11/9/1100",2022-03-23,2022-04-06,2022-04-07,2022-04-19,"Yes",27
"2117","/2223-7747/11/9/1101",2022-03-26,2022-04-16,2022-04-17,2022-04-19,"Yes",24
"2118","/2223-7747/11/8/1083",2022-03-08,2022-04-10,2022-04-12,2022-04-15,"Yes",38
"2119","/2223-7747/11/8/1082",2022-03-02,2022-04-08,2022-04-13,2022-04-15,"Yes",44
"2120","/2223-7747/11/8/1084",2022-02-21,2022-04-07,2022-04-11,2022-04-15,"Yes",53
"2121","/2223-7747/11/8/1085",2022-04-01,2022-04-12,2022-04-13,2022-04-15,"Yes",14
"2122","/2223-7747/11/8/1086",2022-02-25,2022-04-08,2022-04-11,2022-04-16,"Yes",50
"2123","/2223-7747/11/8/1087",2022-03-28,2022-04-13,2022-04-15,2022-04-16,"Yes",19
"2124","/2223-7747/11/8/1089",2022-03-25,2022-04-06,2022-04-13,2022-04-16,"Yes",22
"2125","/2223-7747/11/8/1088",2022-02-24,2022-04-02,2022-04-13,2022-04-16,"Yes",51
"2126","/2223-7747/11/8/1090",2022-03-17,2022-04-04,2022-04-15,2022-04-17,"Yes",31
"2127","/2223-7747/11/8/1091",2022-03-16,2022-04-13,2022-04-15,2022-04-17,"Yes",32
"2128","/2223-7747/11/8/1070",2022-03-28,2022-04-07,2022-04-11,2022-04-14,"Yes",17
"2129","/2223-7747/11/8/1073",2022-03-17,2022-04-09,2022-04-11,2022-04-14,"Yes",28
"2130","/2223-7747/11/8/1074",2022-03-07,2022-04-02,2022-04-05,2022-04-14,"Yes",38
"2131","/2223-7747/11/8/1075",2022-02-25,2022-03-27,2022-03-30,2022-04-15,"Yes",49
"2132","/2223-7747/11/8/1076",2022-03-05,2022-04-07,2022-04-11,2022-04-15,"Yes",41
"2133","/2223-7747/11/8/1077",2022-03-31,2022-04-12,2022-04-13,2022-04-15,"Yes",15
"2134","/2223-7747/11/8/1078",2022-03-04,2022-04-12,2022-04-12,2022-04-15,"Yes",42
"2135","/2223-7747/11/8/1080",2022-03-18,2022-04-07,2022-04-13,2022-04-15,"Yes",28
"2136","/2223-7747/11/8/1079",2022-03-22,2022-04-11,2022-04-12,2022-04-15,"Yes",24
"2137","/2223-7747/11/8/1081",2022-01-12,2022-03-28,2022-04-13,2022-04-15,"Yes",93
"2138","/2223-7747/11/8/1062",2022-02-17,2022-03-27,2022-03-28,2022-04-13,"Yes",55
"2139","/2223-7747/11/8/1064",2022-03-01,2022-04-04,2022-04-11,2022-04-13,"Yes",43
"2140","/2223-7747/11/8/1065",2022-03-08,2022-04-06,2022-04-10,2022-04-13,"Yes",36
"2141","/2223-7747/11/8/1063",2022-02-17,2022-04-04,2022-04-09,2022-04-13,"Yes",55
"2142","/2223-7747/11/8/1066",2022-03-17,2022-04-11,2022-04-12,2022-04-13,"Yes",27
"2143","/2223-7747/11/8/1067",2022-03-18,2022-04-11,2022-04-11,2022-04-14,"Yes",27
"2144","/2223-7747/11/8/1068",2022-03-14,2022-04-06,2022-04-11,2022-04-14,"Yes",31
"2145","/2223-7747/11/8/1069",2022-03-22,2022-04-08,2022-04-11,2022-04-14,"Yes",23
"2146","/2223-7747/11/8/1071",2022-03-14,2022-04-08,2022-04-10,2022-04-14,"Yes",31
"2147","/2223-7747/11/8/1072",2022-03-03,2022-04-08,2022-04-12,2022-04-14,"Yes",42
"2148","/2223-7747/11/8/1052",2021-12-09,2022-04-07,2022-04-10,2022-04-12,"Yes",124
"2149","/2223-7747/11/8/1053",2022-02-18,2022-03-30,2022-04-06,2022-04-12,"Yes",53
"2150","/2223-7747/11/8/1054",2022-03-15,2022-04-10,2022-04-11,2022-04-13,"Yes",29
"2151","/2223-7747/11/8/1056",2022-03-09,2022-04-07,2022-04-08,2022-04-13,"Yes",35
"2152","/2223-7747/11/8/1057",2022-03-09,2022-04-08,2022-04-08,2022-04-13,"Yes",35
"2153","/2223-7747/11/8/1058",2022-02-14,2022-04-01,2022-04-09,2022-04-13,"Yes",58
"2154","/2223-7747/11/8/1059",2022-03-17,2022-03-30,2022-03-31,2022-04-13,"Yes",27
"2155","/2223-7747/11/8/1055",2022-03-09,2022-04-11,2022-04-11,2022-04-13,"Yes",35
"2156","/2223-7747/11/8/1060",2022-02-28,2022-04-06,2022-04-11,2022-04-13,"Yes",44
"2157","/2223-7747/11/8/1061",2022-03-11,2022-04-06,2022-04-11,2022-04-13,"Yes",33
"2158","/2223-7747/11/8/1042",2022-03-15,2022-04-01,2022-04-07,2022-04-12,"Yes",28
"2159","/2223-7747/11/8/1043",2022-03-22,2022-04-09,2022-04-10,2022-04-12,"Yes",21
"2160","/2223-7747/11/8/1044",2022-02-25,2022-04-07,2022-04-08,2022-04-12,"Yes",46
"2161","/2223-7747/11/8/1045",2022-03-11,2022-04-04,2022-04-11,2022-04-12,"Yes",32
"2162","/2223-7747/11/8/1046",2022-03-18,2022-04-03,2022-04-07,2022-04-12,"Yes",25
"2163","/2223-7747/11/8/1048",2022-03-10,2022-04-05,2022-04-07,2022-04-12,"Yes",33
"2164","/2223-7747/11/8/1047",2022-03-21,2022-04-05,2022-04-10,2022-04-12,"Yes",22
"2165","/2223-7747/11/8/1049",2022-02-22,2022-03-28,2022-04-06,2022-04-12,"Yes",49
"2166","/2223-7747/11/8/1050",2022-02-20,2022-03-29,2022-04-05,2022-04-12,"Yes",51
"2167","/2223-7747/11/8/1051",2022-02-18,2022-04-08,2022-04-08,2022-04-12,"Yes",53
"2168","/2223-7747/11/8/1032",2022-02-05,2022-03-31,2022-04-01,2022-04-11,"Yes",65
"2169","/2223-7747/11/8/1033",2022-03-13,2022-04-04,2022-04-04,2022-04-11,"Yes",29
"2170","/2223-7747/11/8/1034",2022-03-05,2022-04-03,2022-04-04,2022-04-11,"Yes",37
"2171","/2223-7747/11/8/1035",2022-03-09,2022-04-07,2022-04-09,2022-04-11,"Yes",33
"2172","/2223-7747/11/8/1037",2022-02-24,2022-04-01,2022-04-05,2022-04-11,"Yes",46
