"","link","Received","Revised","Accepted","Published","Special_issue","days","is_s_issue"
"290","/1424-2818/14/9/744",2022-08-23,2022-09-06,2022-09-06,2022-09-10,"(This article belongs to the Special Issue Ecology, Evolution and Diversity of Plants)
",18,"Yes"
"291","/1424-2818/14/9/745",2022-08-13,2022-08-30,2022-09-07,2022-09-10,"(This article belongs to the Special Issue Conservation Genetics of Sturgeons)
",28,"Yes"
"292","/1424-2818/14/9/746",2022-07-30,2022-09-07,2022-09-07,2022-09-10,"(This article belongs to the Special Issue Diversity of Wildlife Pathogens)
",42,"Yes"
"293","/1424-2818/14/9/747",2022-08-11,2022-09-06,2022-09-07,2022-09-11,"(This article belongs to the Special Issue Ecology, Evolution and Diversity of Plants)
",31,"Yes"
"294","/1424-2818/14/9/748",2022-06-05,2022-09-06,2022-09-08,2022-09-11,"(This article belongs to the Special Issue Biodiversity and Human-Environment Interactions)
",98,"Yes"
"295","/1424-2818/14/9/749",2022-07-19,2022-08-12,2022-09-07,2022-09-11,"(This article belongs to the Special Issue Anatomy, Ecology and Evolution of Cactaceae)
",54,"Yes"
"296","/1424-2818/14/9/750",2022-07-18,2022-09-06,2022-09-08,2022-09-11,"(This article belongs to the Special Issue Mountain Biodiversity, Ecosystem Functioning and Services)
",55,"Yes"
"297","/1424-2818/14/9/731",2022-07-05,2022-08-24,2022-09-01,2022-09-05,"(This article belongs to the Special Issue Biodiversity and Biogeography of Terrestrial Algae and Cyanobacteria)
",62,"Yes"
"298","/1424-2818/14/9/732",2022-08-19,2022-09-01,2022-09-03,2022-09-06,"(This article belongs to the Special Issue Wildlife Population Ecology and Spatial Ecology under Global Change)
",18,"Yes"
"299","/1424-2818/14/9/733",2022-07-18,2022-08-29,2022-08-30,2022-09-06,"",50,"No"
"300","/1424-2818/14/9/734",2022-07-22,2022-08-30,2022-09-03,2022-09-06,"(This article belongs to the Special Issue Ecology, Diversity, Conservation and Management of Ungulates)
",46,"Yes"
"301","/1424-2818/14/9/735",2022-08-12,2022-08-24,2022-09-02,2022-09-07,"(This article belongs to the Special Issue Peatland Ecosystems under Climate Change)
",26,"Yes"
"302","/1424-2818/14/9/736",2022-08-10,2022-08-27,2022-09-01,2022-09-07,"(This article belongs to the Special Issue Assessments, Planning and Action for Conservation of Species and Ecosystems at Multiple Spatial Scales)
",28,"Yes"
"303","/1424-2818/14/9/737",2022-08-11,2022-09-03,2022-09-04,2022-09-07,"(This article belongs to the Section Marine Diversity)
",27,"Yes"
"304","/1424-2818/14/9/738",2022-07-21,2022-08-22,2022-09-06,2022-09-08,"(This article belongs to the Special Issue Impact of Anthropogenic Activities on Amphibians and Reptiles: Threats and Conservation)
",49,"Yes"
"305","/1424-2818/14/9/739",2022-08-24,2022-09-02,2022-09-06,2022-09-08,"(This article belongs to the Special Issue Diversity of Wildlife Pathogens)
",15,"Yes"
"306","/1424-2818/14/9/740",2022-08-07,2022-09-02,2022-09-02,2022-09-09,"(This article belongs to the Section Biodiversity Conservation)
",33,"Yes"
"307","/1424-2818/14/9/721",2022-08-08,2022-08-28,2022-08-29,2022-09-01,"",24,"No"
"308","/1424-2818/14/9/722",2022-08-15,2022-08-28,2022-08-30,2022-09-01,"(This article belongs to the Special Issue Diversity, Systematics and Evolution of Bryophytes)
",17,"Yes"
"309","/1424-2818/14/9/723",2022-08-08,2022-08-24,2022-08-26,2022-09-01,"(This article belongs to the Special Issue Assessments, Planning and Action for Conservation of Species and Ecosystems at Multiple Spatial Scales)
",24,"Yes"
"310","/1424-2818/14/9/724",2022-08-24,2022-08-27,2022-08-30,2022-09-01,"(This article belongs to the Special Issue Cave Biodiversity and Conservation)
",8,"Yes"
"311","/1424-2818/14/9/725",2022-08-05,2022-08-26,2022-08-26,2022-09-01,"(This article belongs to the Collection Feature Papers in Phylogeny and Evolution)
",27,"Yes"
"312","/1424-2818/14/9/726",2022-08-08,2022-08-26,2022-08-30,2022-09-02,"(This article belongs to the Special Issue Phytoplankton Biodiversity: Natural and Anthropogenic Impacts)
",25,"Yes"
"313","/1424-2818/14/9/727",2022-07-16,2022-08-25,2022-08-29,2022-09-02,"(This article belongs to the Topic Plant Ecophysiology)
",48,"Yes"
"314","/1424-2818/14/9/728",2022-07-23,2022-08-27,2022-08-30,2022-09-02,"(This article belongs to the Special Issue Diversity, Ecology and Evolution of Odonata)
",41,"Yes"
"315","/1424-2818/14/9/729",2022-07-12,2022-08-31,2022-09-02,2022-09-04,"(This article belongs to the Topic Arthropod Biodiversity: Ecological and Functional Aspects)
",54,"Yes"
"316","/1424-2818/14/9/730",2022-07-28,2022-08-29,2022-08-31,2022-09-05,"(This article belongs to the Special Issue Seagrass Ecosystems, Associated Biodiversity, and Its Management)
",39,"Yes"
"317","/1424-2818/14/9/711",2022-07-26,2022-08-18,2022-08-24,2022-08-27,"",32,"No"
"318","/1424-2818/14/9/712",2022-06-30,2022-07-29,2022-08-11,2022-08-28,"(This article belongs to the Special Issue Monitoring, Threat Assessment, and Conservation Actions of Cetaceans)
",59,"Yes"
"319","/1424-2818/14/9/713",2022-08-18,2022-08-25,2022-08-25,2022-08-28,"(This article belongs to the Collection Interesting Images from the Sea)
",10,"Yes"
"320","/1424-2818/14/9/714",2022-07-05,2022-08-19,2022-08-24,2022-08-28,"(This article belongs to the Special Issue Molecular Phylogeny and Evolution of Earthworms)
",54,"Yes"
"321","/1424-2818/14/9/715",2022-07-28,2022-08-24,2022-08-25,2022-08-29,"(This article belongs to the Special Issue Primate Microbiome Diversity and Its Impacts on Host Health, Ecology, and Evolution)
",32,"Yes"
"322","/1424-2818/14/9/716",2022-07-30,2022-08-17,2022-08-18,2022-08-29,"(This article belongs to the Special Issue Assessments, Planning and Action for Conservation of Species and Ecosystems at Multiple Spatial Scales)
",30,"Yes"
"323","/1424-2818/14/9/717",2022-07-23,2022-08-13,2022-08-15,2022-08-29,"(This article belongs to the Special Issue Assessments, Planning and Action for Conservation of Species and Ecosystems at Multiple Spatial Scales)
",37,"Yes"
"324","/1424-2818/14/9/718",2022-05-13,2022-08-18,2022-08-20,2022-08-29,"(This article belongs to the Special Issue Biodiversity in Karst Landscapes)
",108,"Yes"
"325","/1424-2818/14/9/719",2022-07-20,2022-08-24,2022-08-25,2022-08-30,"(This article belongs to the Special Issue Diversity, Ecology and Evolution of Odonata)
",41,"Yes"
"326","/1424-2818/14/9/702",2022-07-11,2022-08-12,2022-08-18,2022-08-24,"(This article belongs to the Section Animal Diversity)
",44,"Yes"
"327","/1424-2818/14/9/701",2022-08-02,2022-08-09,2022-08-21,2022-08-24,"",22,"No"
"328","/1424-2818/14/9/703",2022-07-06,2022-08-17,2022-08-22,2022-08-25,"(This article belongs to the Section Microbial Diversity and Culture Collections)
",50,"Yes"
"329","/1424-2818/14/9/704",2022-07-29,2022-08-19,2022-08-21,2022-08-26,"(This article belongs to the Special Issue Assessments, Planning and Action for Conservation of Species and Ecosystems at Multiple Spatial Scales)
",28,"Yes"
"330","/1424-2818/14/9/705",2022-07-13,2022-08-13,2022-08-23,2022-08-26,"",44,"No"
"331","/1424-2818/14/9/706",2022-05-20,2022-08-23,2022-08-24,2022-08-26,"(This article belongs to the Section Biodiversity Conservation)
",98,"Yes"
"332","/1424-2818/14/9/707",2022-07-25,2022-08-07,2022-08-08,2022-08-26,"(This article belongs to the Special Issue Systematics, Evolution and Ecology of Holarctic Insect Species)
",32,"Yes"
"333","/1424-2818/14/9/709",2022-08-11,2022-08-22,2022-08-23,2022-08-26,"",15,"No"
"334","/1424-2818/14/9/708",2022-07-24,2022-08-08,2022-08-22,2022-08-26,"(This article belongs to the Special Issue Assessments, Planning and Action for Conservation of Species and Ecosystems at Multiple Spatial Scales)
",33,"Yes"
"335","/1424-2818/14/9/710",2022-07-14,2022-08-15,2022-08-18,2022-08-27,"(This article belongs to the Special Issue Conservation of Bison Populations – Achievements and Problems)
",44,"Yes"
"336","/1424-2818/14/8/691",2022-07-15,2022-08-11,2022-08-15,2022-08-21,"(This article belongs to the Special Issue Biodiversity of Mesophotic Ecosystems)
",37,"Yes"
"337","/1424-2818/14/8/692",2022-07-19,2022-08-17,2022-08-20,2022-08-22,"(This article belongs to the Special Issue Selected Papers from the 2nd International Electronic Conference on Diversity",34,"Yes"
"338","/1424-2818/14/8/693",2022-06-08,2022-08-09,2022-08-18,2022-08-22,"(This article belongs to the Special Issue Biodiversity and Human-Environment Interactions)
",75,"Yes"
"339","/1424-2818/14/9/694",2022-07-19,2022-08-12,2022-08-18,2022-08-23,"(This article belongs to the Special Issue Distribution and Diversity of Orchids)
",35,"Yes"
"340","/1424-2818/14/9/695",2022-07-28,2022-08-19,2022-08-19,2022-08-23,"(This article belongs to the Special Issue Diversity in Extreme Environments)
",26,"Yes"
"341","/1424-2818/14/9/696",2022-07-30,2022-08-19,2022-08-21,2022-08-23,"(This article belongs to the Special Issue Biodiversity Conservation in Metacommunities)
",24,"Yes"
"342","/1424-2818/14/9/697",2022-07-31,2022-08-18,2022-08-18,2022-08-23,"(This article belongs to the Special Issue The Impact of Climate Change on Estuarine and Coastal Systems)
",23,"Yes"
"343","/1424-2818/14/9/698",2022-07-11,2022-08-16,2022-08-19,2022-08-23,"(This article belongs to the Special Issue Ecological Effects of Agricultural Practices on Terrestrial and Aquatic Environments)
",43,"Yes"
"344","/1424-2818/14/9/699",2022-07-24,2022-08-17,2022-08-19,2022-08-24,"(This article belongs to the Topic Fungal Diversity)
",31,"Yes"
"345","/1424-2818/14/9/700",2022-07-11,2022-08-10,2022-08-21,2022-08-24,"(This article belongs to the Special Issue Aquatic Biodiversity: Evolution, Taxonomy and Conservation)
",44,"Yes"
"346","/1424-2818/14/8/682",2022-07-11,2022-08-15,2022-08-16,2022-08-20,"",40,"No"
"347","/1424-2818/14/8/683",2022-07-27,2022-08-09,2022-08-17,2022-08-20,"(This article belongs to the Special Issue Diversity of Plants with Phytochemical Activity)
",24,"Yes"
"348","/1424-2818/14/8/684",2022-07-26,2022-08-17,2022-08-18,2022-08-20,"(This article belongs to the Special Issue State-of-the-Art Biodiversity Research in Poland)
",25,"Yes"
"349","/1424-2818/14/8/681",2022-07-31,2022-08-15,2022-08-16,2022-08-20,"(This article belongs to the Special Issue Assessments, Planning and Action for Conservation of Species and Ecosystems at Multiple Spatial Scales)
",20,"Yes"
"350","/1424-2818/14/8/685",2022-07-12,2022-08-17,2022-08-18,2022-08-20,"",39,"No"
"351","/1424-2818/14/8/686",2022-07-22,2022-08-09,2022-08-16,2022-08-21,"(This article belongs to the Special Issue Ethnobotany, Medicinal Plants and Biodiversity Conservation)
",30,"Yes"
"352","/1424-2818/14/8/687",2022-07-11,2022-08-18,2022-08-18,2022-08-21,"(This article belongs to the Special Issue Systematics and Evolution of Gastropods)
",41,"Yes"
"353","/1424-2818/14/8/689",2022-07-21,2022-08-16,2022-08-18,2022-08-21,"(This article belongs to the Special Issue Selected Papers from the 2nd International Electronic Conference on Diversity",31,"Yes"
"354","/1424-2818/14/8/688",2022-07-24,2022-08-18,2022-08-19,2022-08-21,"(This article belongs to the Special Issue Diversity and Ecology of Zooplankton in Lake Subhabitats)
",28,"Yes"
"355","/1424-2818/14/8/690",2022-07-18,2022-08-19,2022-08-19,2022-08-21,"(This article belongs to the Special Issue Diversity of Terrestrial Invertebrate Communities)
",34,"Yes"
"356","/1424-2818/14/8/671",2022-03-05,2022-03-29,2022-08-11,2022-08-18,"(This article belongs to the Section Biodiversity Conservation)
",166,"Yes"
"357","/1424-2818/14/8/672",2022-07-23,2022-08-09,2022-08-11,2022-08-18,"(This article belongs to the Special Issue Diversity, Ecology and Evolution of Odonata)
",26,"Yes"
"358","/1424-2818/14/8/673",2022-07-12,2022-08-16,2022-08-16,2022-08-18,"(This article belongs to the Special Issue Forest Fungi Diversity and Their Ecological Significance)
",37,"Yes"
"359","/1424-2818/14/8/674",2022-07-02,2022-08-13,2022-08-16,2022-08-18,"(This article belongs to the Special Issue Diversity and Ecology of Freshwater Lake Microbial Communities)
",47,"Yes"
"360","/1424-2818/14/8/675",2022-06-08,2022-07-24,2022-08-09,2022-08-18,"(This article belongs to the Section Biodiversity Loss & Dynamics)
",71,"Yes"
"361","/1424-2818/14/8/676",2022-07-08,2022-08-16,2022-08-16,2022-08-18,"(This article belongs to the Special Issue Diversity and Ecology of Algae in China)
",41,"Yes"
"362","/1424-2818/14/8/677",2022-07-18,2022-08-17,2022-08-17,2022-08-19,"(This article belongs to the Section Plant Diversity)
",32,"Yes"
"363","/1424-2818/14/8/678",2022-08-01,2022-08-17,2022-08-17,2022-08-19,"(This article belongs to the Special Issue Recent Advances in the Diversity and Taxonomy of Subterranean Arthropods)
",18,"Yes"
"364","/1424-2818/14/8/679",2022-07-16,2022-08-05,2022-08-11,2022-08-19,"(This article belongs to the Special Issue Biodiversity of Mesophotic Ecosystems)
",34,"Yes"
"365","/1424-2818/14/8/680",2022-07-08,2022-08-10,2022-08-17,2022-08-19,"(This article belongs to the Special Issue Ethnobotany, Medicinal Plants and Biodiversity Conservation)
",42,"Yes"
"366","/1424-2818/14/8/661",2022-06-22,2022-08-09,2022-08-09,2022-08-16,"(This article belongs to the Special Issue Mountain Biodiversity, Ecosystem Functioning and Services)
",55,"Yes"
"367","/1424-2818/14/8/662",2022-06-06,2022-07-01,2022-08-11,2022-08-16,"",71,"No"
"368","/1424-2818/14/8/663",2022-07-20,2022-08-13,2022-08-16,2022-08-17,"(This article belongs to the Special Issue Diversity of Terrestrial Invertebrate Communities)
",28,"Yes"
"369","/1424-2818/14/8/664",2022-07-31,2022-08-15,2022-08-16,2022-08-17,"(This article belongs to the Special Issue Investigating the Biodiversity of the Tardigrada)
",17,"Yes"
"370","/1424-2818/14/8/665",2022-07-20,2022-08-09,2022-08-12,2022-08-17,"(This article belongs to the Special Issue Impacts of Linear Infrastructures on Wildlife II)
",28,"Yes"
"371","/1424-2818/14/8/667",2022-07-07,2022-08-12,2022-08-16,2022-08-17,"(This article belongs to the Section Plant Diversity)
",41,"Yes"
"372","/1424-2818/14/8/666",2022-07-20,2022-08-12,2022-08-14,2022-08-17,"(This article belongs to the Special Issue Ecology, Evolution and Diversity of Plants)
",28,"Yes"
"373","/1424-2818/14/8/668",2022-07-10,2022-08-13,2022-08-15,2022-08-17,"",38,"No"
"374","/1424-2818/14/8/669",2022-07-26,2022-08-12,2022-08-13,2022-08-17,"(This article belongs to the Special Issue Advances in Functional Ecology: From Plant Functional Traits and Functional Diversity to Ecosystem Processes)
",22,"Yes"
"375","/1424-2818/14/8/652",2022-07-05,2022-08-01,2022-08-01,2022-08-12,"",38,"No"
"376","/1424-2818/14/8/651",2022-07-20,2022-08-05,2022-08-09,2022-08-12,"(This article belongs to the Special Issue State-of-the-Art Mycorrhizal Fungi in South America)
",23,"Yes"
"377","/1424-2818/14/8/653",2022-06-16,2022-07-29,2022-08-08,2022-08-12,"(This article belongs to the Section Marine Diversity)
",57,"Yes"
"378","/1424-2818/14/8/654",2022-07-08,2022-08-11,2022-08-11,2022-08-13,"(This article belongs to the Special Issue Genetic Diversity of Domesticated and Natural Fish Populations: Patterns and Processes)
",36,"Yes"
"379","/1424-2818/14/8/655",2022-07-27,2022-08-11,2022-08-11,2022-08-14,"(This article belongs to the Special Issue Urban Ecology of the Amphibians and Reptiles)
",18,"Yes"
"380","/1424-2818/14/8/656",2022-06-27,2022-08-06,2022-08-08,2022-08-14,"(This article belongs to the Special Issue Biodiversity and Its Function Change in the Alpine Ecosystem under Human Activity)
",48,"Yes"
"381","/1424-2818/14/8/657",2022-06-24,2022-08-05,2022-08-08,2022-08-14,"(This article belongs to the Special Issue Impacts of Linear Infrastructures on Wildlife II)
",51,"Yes"
"382","/1424-2818/14/8/658",2022-07-11,2022-08-11,2022-08-12,2022-08-15,"(This article belongs to the Special Issue Recent Advances in the Impacts of Biological Invasions on European Biodiversity)
",35,"Yes"
"383","/1424-2818/14/8/659",2022-06-20,2022-08-10,2022-08-11,2022-08-16,"(This article belongs to the Section Biodiversity Conservation)
",57,"Yes"
"384","/1424-2818/14/8/660",2022-07-14,2022-08-12,2022-08-12,2022-08-16,"(This article belongs to the Special Issue Diversity in 2022)
",33,"Yes"
"385","/1424-2818/14/8/642",2022-05-17,2022-07-18,2022-07-27,2022-08-11,"(This article belongs to the Special Issue Molecular Evolution and Conservation of Tropical Biodiversity)
",86,"Yes"
"386","/1424-2818/14/8/641",2022-07-15,2022-08-05,2022-08-08,2022-08-11,"",27,"No"
"387","/1424-2818/14/8/644",2022-05-27,2022-07-19,2022-08-08,2022-08-11,"(This article belongs to the Special Issue Soil Ecosystem Restoration after Disturbances)
",76,"Yes"
"388","/1424-2818/14/8/643",2022-06-26,2022-08-05,2022-08-07,2022-08-11,"(This article belongs to the Special Issue Diversity and Evolution of Fungi)
",46,"Yes"
"389","/1424-2818/14/8/645",2022-07-06,2022-08-09,2022-08-10,2022-08-11,"",36,"No"
"390","/1424-2818/14/8/646",2022-06-13,2022-07-30,2022-08-08,2022-08-11,"(This article belongs to the Special Issue Seagrass Ecosystems, Associated Biodiversity, and Its Management)
",59,"Yes"
"391","/1424-2818/14/8/647",2022-03-25,2022-05-12,2022-05-14,2022-08-12,"",140,"No"
"392","/1424-2818/14/8/648",2022-07-11,2022-07-30,2022-08-02,2022-08-12,"(This article belongs to the Special Issue State-of-the-Art Mycorrhizal Fungi in South America)
",32,"Yes"
"393","/1424-2818/14/8/649",2022-07-14,2022-07-30,2022-08-01,2022-08-12,"(This article belongs to the Special Issue Marine Biodiversity and Ecosystems Management)
",29,"Yes"
"394","/1424-2818/14/8/650",2022-06-18,2022-07-18,2022-07-29,2022-08-12,"(This article belongs to the Special Issue Conservation of Cultural and Biological Diversity in the Mesoamerican Region)
",55,"Yes"
"395","/1424-2818/14/8/631",2022-07-06,2022-08-02,2022-08-05,2022-08-09,"(This article belongs to the Special Issue Microbial Diversity under Forage Silage Fermentation)
",34,"Yes"
"396","/1424-2818/14/8/633",2022-07-19,2022-08-02,2022-08-03,2022-08-09,"(This article belongs to the Special Issue Diversity, Systematics and Evolution of Bryophytes)
",21,"Yes"
"397","/1424-2818/14/8/632",2022-07-15,2022-08-04,2022-08-06,2022-08-09,"(This article belongs to the Special Issue Diversity, Systematics and Evolution of Hymenoptera)
",25,"Yes"
"398","/1424-2818/14/8/634",2022-07-06,2022-08-05,2022-08-05,2022-08-09,"",34,"No"
"399","/1424-2818/14/8/635",2022-06-23,2022-08-03,2022-08-08,2022-08-10,"(This article belongs to the Special Issue Recent Advances in Plant-Pathogen Interactions)
",48,"Yes"
"400","/1424-2818/14/8/636",2022-06-29,2022-07-16,2022-07-25,2022-08-10,"(This article belongs to the Special Issue Diversity, Distribution and Phylogeny of Vector Insects)
",42,"Yes"
"401","/1424-2818/14/8/637",2022-06-13,2022-08-01,2022-08-04,2022-08-10,"(This article belongs to the Special Issue Deep Atlantic Biodiversity)
",58,"Yes"
"402","/1424-2818/14/8/638",2022-07-17,2022-08-05,2022-08-05,2022-08-10,"",24,"No"
"403","/1424-2818/14/8/639",2022-07-05,2022-07-28,2022-08-08,2022-08-11,"(This article belongs to the Special Issue Diversity of Macroparasites in Marine Fishes)
",37,"Yes"
"404","/1424-2818/14/8/640",2022-07-27,2022-08-08,2022-08-09,2022-08-11,"",15,"No"
"405","/1424-2818/14/8/621",2022-06-17,2022-07-22,2022-07-30,2022-08-02,"(This article belongs to the Special Issue Response and Adaptation of Grassland Biodiversity to Natural and Human Disturbances)
",46,"Yes"
"406","/1424-2818/14/8/622",2022-07-14,2022-07-28,2022-08-02,2022-08-03,"(This article belongs to the Special Issue Vertical Distribution of Animals in Forest Ecosystems)
",20,"Yes"
"407","/1424-2818/14/8/623",2022-06-09,2022-07-29,2022-08-03,2022-08-05,"(This article belongs to the Special Issue Diversity and Ecology of Algae in China)
",57,"Yes"
"408","/1424-2818/14/8/624",2022-05-31,2022-08-03,2022-08-04,2022-08-05,"(This article belongs to the Special Issue Ecosystem Observation, Simulation and Assessment)
",66,"Yes"
"409","/1424-2818/14/8/625",2022-06-02,2022-08-03,2022-08-04,2022-08-06,"(This article belongs to the Section Marine Diversity)
",65,"Yes"
"410","/1424-2818/14/8/626",2022-07-01,2022-07-27,2022-08-04,2022-08-06,"(This article belongs to the Special Issue Mountain Biodiversity, Ecosystem Functioning and Services)
",36,"Yes"
"411","/1424-2818/14/8/627",2022-07-20,2022-08-04,2022-08-05,2022-08-06,"(This article belongs to the Section Phylogeny and Evolution)
",17,"Yes"
"412","/1424-2818/14/8/628",2022-06-22,2022-07-11,2022-08-03,2022-08-06,"(This article belongs to the Special Issue Diversity in 2022)
",45,"Yes"
"413","/1424-2818/14/8/629",2022-06-09,2022-08-01,2022-08-03,2022-08-06,"(This article belongs to the Special Issue Aquatic Biodiversity: Evolution, Taxonomy and Conservation)
",58,"Yes"
"414","/1424-2818/14/8/630",2022-05-26,2022-07-28,2022-08-06,2022-08-09,"(This article belongs to the Section Biodiversity Conservation)
",75,"Yes"
"415","/1424-2818/14/8/611",2022-06-14,2022-07-21,2022-07-25,2022-07-28,"(This article belongs to the Special Issue Plant-Soil-Microorganism: Diversity and Interactions)
",44,"Yes"
"416","/1424-2818/14/8/612",2022-06-07,2022-07-11,2022-07-21,2022-07-29,"(This article belongs to the Special Issue Ethnobotany, Medicinal Plants and Biodiversity Conservation)
",52,"Yes"
"417","/1424-2818/14/8/613",2022-06-30,2022-07-19,2022-07-26,2022-07-29,"(This article belongs to the Special Issue Phylogeny and Phylogeography of the Holarctic)
",29,"Yes"
"418","/1424-2818/14/8/615",2022-06-20,2022-07-26,2022-07-28,2022-07-30,"(This article belongs to the Special Issue Diversity of Terrestrial Invertebrate Communities)
",40,"Yes"
"419","/1424-2818/14/8/616",2022-06-19,2022-07-27,2022-07-28,2022-07-30,"",41,"No"
"420","/1424-2818/14/8/617",2022-06-02,2022-07-14,2022-07-27,2022-07-30,"(This article belongs to the Special Issue Modeling the Ecology and Evolution of Biodiversity)
",58,"Yes"
"421","/1424-2818/14/8/618",2022-06-12,2022-07-27,2022-07-27,2022-07-31,"(This article belongs to the Special Issue Soil Macro-Invertebrate Biology and Ecology)
",49,"Yes"
"422","/1424-2818/14/8/619",2022-06-17,2022-07-15,2022-07-20,2022-08-02,"(This article belongs to the Special Issue Spatial and Temporal Studies in Marine Protected Areas: Mexican Chapter)
",46,"Yes"
"423","/1424-2818/14/8/620",2022-06-15,2022-07-18,2022-07-27,2022-08-02,"(This article belongs to the Special Issue Biodiversity and Biogeography of Terrestrial Algae and Cyanobacteria)
",48,"Yes"
"424","/1424-2818/14/8/601",2022-05-07,2022-07-16,2022-07-21,2022-07-28,"(This article belongs to the Special Issue Bacterial Symbionts of Invertebrates: Diversity, Transmission and Impacts)
",82,"Yes"
"425","/1424-2818/14/8/602",2022-06-19,2022-07-25,2022-07-27,2022-07-28,"",39,"No"
"426","/1424-2818/14/8/603",2022-07-12,2022-07-26,2022-07-26,2022-07-28,"",16,"No"
"427","/1424-2818/14/8/604",2022-06-06,2022-07-08,2022-07-22,2022-07-28,"(This article belongs to the Special Issue Biodiversity of the Ross Sea Region Marine Protected Area (Antarctica))
",52,"Yes"
"428","/1424-2818/14/8/605",2022-07-03,2022-07-25,2022-07-26,2022-07-28,"(This article belongs to the Special Issue Selected Papers from the 2nd International Electronic Conference on Diversity",25,"Yes"
"429","/1424-2818/14/8/606",2022-06-26,2022-07-25,2022-07-26,2022-07-28,"(This article belongs to the Special Issue Diversity, Ecology and Evolution of Odonata)
",32,"Yes"
"430","/1424-2818/14/8/607",2022-06-25,2022-07-24,2022-07-26,2022-07-28,"(This article belongs to the Special Issue Diversity of Coral-Associated Fauna II)
",33,"Yes"
"431","/1424-2818/14/8/608",2022-07-11,2022-07-24,2022-07-26,2022-07-28,"(This article belongs to the Special Issue Plant Germplasm Genetic Integrity)
",17,"Yes"
"432","/1424-2818/14/8/609",2022-07-10,2022-07-27,2022-07-27,2022-07-28,"(This article belongs to the Special Issue Genetic Diversity in Ungulate Populations)
",18,"Yes"
"433","/1424-2818/14/8/610",2022-06-14,2022-07-19,2022-07-27,2022-07-28,"(This article belongs to the Section Animal Diversity)
",44,"Yes"
"434","/1424-2818/14/8/591",2022-07-03,2022-07-16,2022-07-17,2022-07-23,"(This article belongs to the Special Issue Wildlife in Natural and Altered Environments)
",20,"Yes"
"435","/1424-2818/14/8/592",2022-06-24,2022-07-16,2022-07-21,2022-07-23,"(This article belongs to the Special Issue Challenges of Animal Science Diversity in Times of Climate and Technological Change)
",29,"Yes"
"436","/1424-2818/14/8/593",2022-06-22,2022-07-18,2022-07-20,2022-07-24,"(This article belongs to the Topic Arthropod Biodiversity: Ecological and Functional Aspects)
",32,"Yes"
"437","/1424-2818/14/8/594",2022-06-28,2022-07-20,2022-07-21,2022-07-26,"(This article belongs to the Special Issue Diversity and Ecology of Algae in China)
",28,"Yes"
"438","/1424-2818/14/8/595",2022-06-22,2022-07-14,2022-07-22,2022-07-26,"(This article belongs to the Special Issue Ethnobotany, Medicinal Plants and Biodiversity Conservation)
",34,"Yes"
"439","/1424-2818/14/8/596",2022-07-05,2022-07-21,2022-07-23,2022-07-27,"",22,"No"
"440","/1424-2818/14/8/597",2022-04-30,2022-07-21,2022-07-22,2022-07-27,"(This article belongs to the Special Issue Biodiversity in Karst Landscapes)
",88,"Yes"
"441","/1424-2818/14/8/598",2022-06-20,2022-07-24,2022-07-25,2022-07-27,"(This article belongs to the Special Issue Diversity in 2022)
",37,"Yes"
"442","/1424-2818/14/8/599",2022-06-17,2022-07-14,2022-07-14,2022-07-28,"(This article belongs to the Special Issue Recent Advances in Ecology, Evolution and Biodiversity of the Chondrichthyan Fauna)
",41,"Yes"
"443","/1424-2818/14/8/600",2022-06-27,2022-07-23,2022-07-25,2022-07-28,"(This article belongs to the Special Issue Restoration and Conservation of Tropical Degraded Forest)
",31,"Yes"
"444","/1424-2818/14/7/583",2022-01-01,2022-07-09,2022-07-11,2022-07-21,"(This article belongs to the Special Issue Biodiversity of Rotifers)
",201,"Yes"
"445","/1424-2818/14/7/582",2022-05-30,2022-07-03,2022-07-19,2022-07-21,"(This article belongs to the Special Issue Human Dimension of Forest and Wildlife Protection)
",52,"Yes"
"446","/1424-2818/14/8/580",2022-05-31,2022-07-06,2022-07-14,2022-07-22,"(This article belongs to the Special Issue DNA Barcodes for Evolution and Biodiversity)
",52,"Yes"
"447","/1424-2818/14/8/584",2022-06-26,2022-07-14,2022-07-18,2022-07-22,"(This article belongs to the Section Marine Diversity)
",26,"Yes"
"448","/1424-2818/14/8/585",2022-06-30,2022-07-15,2022-07-20,2022-07-22,"(This article belongs to the Special Issue Diversity, Biogeographic, and Evolutionary Research in Acarology)
",22,"Yes"
"449","/1424-2818/14/8/587",2022-06-22,2022-07-16,2022-07-20,2022-07-22,"",30,"No"
"450","/1424-2818/14/8/586",2022-07-04,2022-07-19,2022-07-21,2022-07-22,"(This article belongs to the Special Issue Wildlife Population Ecology and Spatial Ecology under Global Change)
",18,"Yes"
"451","/1424-2818/14/8/588",2022-06-21,2022-07-18,2022-07-21,2022-07-23,"(This article belongs to the Special Issue Ethnobotany, Medicinal Plants and Biodiversity Conservation)
",32,"Yes"
"452","/1424-2818/14/8/590",2022-06-21,2022-07-20,2022-07-20,2022-07-23,"(This article belongs to the Section Chemical Diversity and Chemical Ecology)
",32,"Yes"
"453","/1424-2818/14/8/589",2022-07-03,2022-07-19,2022-07-20,2022-07-23,"(This article belongs to the Special Issue Ecology, Evolution and Diversity of Plants)
",20,"Yes"
"454","/1424-2818/14/7/572",2022-06-26,2022-07-10,2022-07-16,2022-07-17,"(This article belongs to the Special Issue Diversity of Plants with Phytochemical Activity)
",21,"Yes"
